City,CurrTemp,WindSpeed,Humidity
Vilagarcía,17.1°C / 62.8°F,2 mph,91%
Vilanova,17.1°C / 62.8°F,3 mph,88%
Villajoyosa,23.7°C / 74.6°F,4 mph,58%
Vinaròs,25.3°C / 77.6°F,7 mph,61%
Viveiro,17.3°C / 63.1°F,5 mph,76%
Zarautz,20.3°C / 68.6°F,6 mph,69%
Zumaia,20.3°C / 68.6°F,8 mph,42%
Åkersberga,17.5°C / 63.5°F,7 mph,47%
Alunda,15.8°C / 60.4°F,5 mph,75%
Andalen,16.8°C / 62.2°F,4 mph,98%
Anneberg,15.9°C / 60.6°F,4 mph,76%
Bara,16.9°C / 62.4°F,5 mph,82%
Båstad,18°C / 64.4°F,11 mph,89%
Bergnäset,11°C / 51.8°F,0 mph,87%
Billdal,17°C / 62.6°F,15 mph,98%
Borgholm,17.2°C / 62.9°F,13 mph,73%
Brevik,16.7°C / 62°F,9 mph,75%
Dalarö,16.3°C / 61.4°F,10 mph,77%
Donsö,16.9°C / 62.4°F,18 mph,98%
Falkenberg,17.7°C / 63.9°F,15 mph,87%
Färjestaden,17.2°C / 62.9°F,2 mph,85%
Frillesås,17.3°C / 63.1°F,14 mph,90%
Gammelstad,10.9°C / 51.6°F,7 mph,82%
Gothenburg,16.9°C / 62.5°F,13 mph,81%
Haparanda,12.3°C / 54.1°F,8 mph,86%
Härnösand,13.7°C / 56.7°F,11 mph,78%
Hasslö,17.1°C / 62.8°F,12 mph,88%
Helsingborg,17.7°C / 63.8°F,20 mph,68%
Henån,16.3°C / 61.3°F,12 mph,90%
Hjuvik,16.8°C / 62.2°F,4 mph,97%
Höganäs,17.9°C / 64.3°F,16 mph,78%
Höllviken,17.6°C / 63.6°F,15 mph,86%
Holmsund,12.7°C / 54.8°F,5 mph,63%
Hönö,16.7°C / 62.1°F,22 mph,98%
Hörnefors,12.8°C / 55.1°F,14 mph,74%
Höviksnäs,16.3°C / 61.4°F,15 mph,95%
Hudiksvall,14.2°C / 57.5°F,5 mph,75%
Hunnebostrand,16.6°C / 61.8°F,15 mph,66%
Husum,13.2°C / 55.7°F,3 mph,72%
Iggesund,14.5°C / 58.1°F,5 mph,75%
Kalix,11.3°C / 52.4°F,7 mph,94%
Kalmar,17.2°C / 62.9°F,2 mph,81%
Karlshamn,17.2°C / 62.9°F,9 mph,82%
Karlskrona,17.1°C / 62.8°F,11 mph,84%
Klintehamn,17.4°C / 63.3°F,1 mph,62%
Kramfors,13.7°C / 56.7°F,0 mph,100%
Kummelnäs,17.9°C / 64.2°F,5 mph,81%
Landskrona,17.4°C / 63.4°F,13 mph,90%
Lindö,17.5°C / 63.5°F,9 mph,87%
Ljunghusen,17.6°C / 63.6°F,14 mph,73%
Ljungskile,16.2°C / 61.2°F,4 mph,90%
Ljusne,14.5°C / 58.1°F,1 mph,73%
Lomma,17.6°C / 63.6°F,1 mph,68%
Luleå,11°C / 51.8°F,2 mph,87%
Lysekil,16.6°C / 61.8°F,22 mph,84%
Malmö,17.6°C / 63.6°F,3 mph,60%
Marieberg,15.9°C / 60.6°F,5 mph,76%
Marielund,14.6°C / 58.2°F,6 mph,73%
Marstrand,16.5°C / 61.7°F,19 mph,95%
Mönsterås,17.1°C / 62.8°F,1 mph,79%
Mörbylånga,17.2°C / 62.9°F,18 mph,61%
Mörtnäs,17.4°C / 63.3°F,7 mph,77%
Myggenäs,16.1°C / 61°F,14 mph,92%
Nordmaling,13.1°C / 55.5°F,13 mph,71%
Norrsundet,14.7°C / 58.4°F,2 mph,66%
Nyköping,17.1°C / 62.8°F,5 mph,82%
Nynäshamn,16.6°C / 61.8°F,8 mph,75%
Obbola,12.6°C / 54.7°F,3 mph,63%
Öckerö,16.7°C / 62.1°F,6 mph,97%
Öregrund,15°C / 59°F,5 mph,75%
Örnsköldsvik,13.4°C / 56.2°F,3 mph,72%
Oskarshamn,17.1°C / 62.7°F,9 mph,74%
Östermalm,17.1°C / 62.8°F,6 mph,77%
Östhammar,15.8°C / 60.4°F,5 mph,75%
Oxelösund,16.5°C / 61.7°F,5 mph,82%
Pershagen,17.1°C / 62.8°F,5 mph,78%
Piteå,11.5°C / 52.7°F,2 mph,76%
Resarö,17.8°C / 64°F,5 mph,81%
Rinkabyholm,17.2°C / 62.9°F,11 mph,87%
Rolfs,11.3°C / 52.4°F,6 mph,93%
Rönnäng,16.5°C / 61.7°F,19 mph,95%
Rydebäck,17.5°C / 63.5°F,13 mph,90%
Saltsjöbaden,17.4°C / 63.3°F,7 mph,75%
Sandarne,14.3°C / 57.8°F,2 mph,71%
Särö,17.1°C / 62.7°F,13 mph,87%
Simrishamn,17.4°C / 63.4°F,14 mph,80%
Skelleftehamn,10.6°C / 51°F,6 mph,82%
Skutskär,14.7°C / 58.4°F,4 mph,69%
Slite,17.4°C / 63.3°F,5 mph,73%
Smögen,16.4°C / 61.5°F,17 mph,66%
Södra,10.7°C / 51.3°F,5 mph,82%
Södra,10.9°C / 51.6°F,2 mph,88%
Stenungsund,16.2°C / 61.2°F,12 mph,92%
Stockholm,17.1°C / 62.8°F,0 mph,78%
Stockvik,13.8°C / 56.8°F,8 mph,75%
Strömstad,16.8°C / 62.3°F,11 mph,87%
Sturkö,17.2°C / 62.9°F,12 mph,89%
Styrsö,16.9°C / 62.4°F,19 mph,92%
Sundsbruk,13.8°C / 56.8°F,5 mph,93%
Svanesund,16.2°C / 61.2°F,12 mph,92%
Täfteå,13.1°C / 55.6°F,3 mph,63%
Timmernabben,17.2°C / 62.9°F,6 mph,52%
Timrå,13.8°C / 56.9°F,5 mph,93%
Töre,11.6°C / 52.8°F,6 mph,91%
Träslövsläge,17.6°C / 63.7°F,14 mph,90%
Trelleborg,17.6°C / 63.7°F,6 mph,82%
Trosa,16.7°C / 62°F,6 mph,63%
Ursviken,10.7°C / 51.2°F,6 mph,82%
Varberg,17.5°C / 63.5°F,16 mph,90%
Västervik,17.8°C / 64°F,7 mph,61%
Vaxholm,17.6°C / 63.7°F,7 mph,60%
Vejbystrand,18.1°C / 64.5°F,11 mph,82%
Visby,17.6°C / 63.6°F,8 mph,68%
Ystad,17.5°C / 63.5°F,14 mph,81%
Berdyans’k,23.3°C / 74°F,16 mph,75%
Chornomors’ke,20.5°C / 68.9°F,8 mph,62%
Feodosiya,21.4°C / 70.6°F,16 mph,71%
Foros,20.7°C / 69.3°F,15 mph,67%
Hurzuf,20.9°C / 69.6°F,15 mph,66%
Kacha,21.1°C / 69.9°F,18 mph,57%
Kerch,22.8°C / 73°F,18 mph,76%
Kryzhanivka,23.2°C / 73.8°F,12 mph,67%
Livadiya,20.7°C / 69.3°F,10 mph,71%
Mariupol',23.6°C / 74.4°F,4 mph,34%
Miskhor,20.8°C / 69.5°F,10 mph,63%
Mizhvodne,20.8°C / 69.4°F,24 mph,54%
Mykolayivka,20.7°C / 69.3°F,12 mph,54%
Mysove,22.6°C / 72.6°F,5 mph,65%
Novoazovs'k,23.8°C / 74.8°F,19 mph,70%
Novyi,22.2°C / 72°F,11 mph,62%
Novyy,22.9°C / 73.3°F,19 mph,66%
Odessa,22.4°C / 72.3°F,20 mph,32%
Oleksandrivka,21.4°C / 70.5°F,15 mph,64%
Ovidiopol’,22.8°C / 73°F,16 mph,60%
Partenit,20.8°C / 69.5°F,12 mph,74%
Rybakivka,21.3°C / 70.3°F,11 mph,37%
Scholkine,22.4°C / 72.4°F,16 mph,67%
Sevastopol’,21.4°C / 70.6°F,3 mph,59%
Simeiz,20.8°C / 69.5°F,11 mph,84%
Skadovsk,22.3°C / 72.1°F,18 mph,54%
Yevpatoriya,20.8°C / 69.4°F,13 mph,47%
Zatoka,22.3°C / 72.1°F,13 mph,41%
Aberdeen,12.1°C / 53.7°F,3 mph,92%
Aberystwyth,15.3°C / 59.5°F,7 mph,68%
Ayr,13°C / 55.4°F,3 mph,82%
Barnstaple,15°C / 59°F,7 mph,45%
Belfast,11.7°C / 53°F,8 mph,65%
Berwick-Upon-Tweed,12.7°C / 54.9°F,9 mph,65%
Bideford,14.8°C / 58.7°F,9 mph,45%
Birkenhead,15°C / 59°F,13 mph,35%
Blackpool,15.1°C / 59.2°F,7 mph,28%
Blyth,13.1°C / 55.5°F,8 mph,55%
Bournemouth,15.6°C / 60°F,6 mph,50%
Brighton,16.1°C / 61°F,12 mph,36%
Brixham,14.9°C / 58.8°F,4 mph,70%
Broadstairs,16.5°C / 61.7°F,3 mph,57%
Buckhaven,12.4°C / 54.4°F,1 mph,90%
Burnham-on-Sea,16.1°C / 61°F,5 mph,29%
Cardiff,16.2°C / 61.1°F,5 mph,59%
Carrickfergus,11.3°C / 52.4°F,6 mph,75%
Christchurch,15.7°C / 60.2°F,13 mph,42%
Cleethorpes,13.1°C / 55.6°F,9 mph,56%
Clevedon,16.4°C / 61.5°F,1 mph,54%
Cowes,16.6°C / 61.8°F,2 mph,84%
Crosby,15°C / 59°F,5 mph,62%
Deal,16.3°C / 61.4°F,9 mph,79%
Derry,12.3°C / 54.1°F,5 mph,69%
Dumbarton,13.1°C / 55.6°F,0 mph,88%
Dundee,12.4°C / 54.3°F,5 mph,71%
Edinburgh,12.5°C / 54.5°F,2 mph,78%
Emsworth,16.5°C / 61.7°F,6 mph,67%
Erskine,13.1°C / 55.6°F,0 mph,87%
Exmouth,15°C / 59°F,15 mph,49%
Falmouth,15.3°C / 59.5°F,13 mph,50%
Fareham,16.6°C / 61.9°F,9 mph,55%
Felixstowe,16.8°C / 62.2°F,7 mph,66%
Fleetwood,15.1°C / 59.2°F,6 mph,73%
Folkestone,16°C / 60.8°F,3 mph,65%
Gillingham,16.9°C / 62.4°F,4 mph,66%
Gosport,16.6°C / 61.8°F,2 mph,72%
Grays,16.9°C / 62.4°F,7 mph,65%
Greenock,12.4°C / 54.3°F,1 mph,84%
Harwich,16.8°C / 62.3°F,4 mph,56%
Hayling,16.5°C / 61.7°F,8 mph,74%
Hull,13.1°C / 55.6°F,11 mph,27%
Hythe,16.4°C / 61.6°F,5 mph,48%
Isle,11.4°C / 52.6°F,11 mph,91%
Kirkcaldy,12.4°C / 54.4°F,13 mph,61%
Larne,11.1°C / 52°F,8 mph,84%
Littlehampton,16.3°C / 61.3°F,10 mph,38%
Liverpool,15°C / 59°F,3 mph,63%
Llandudno,13.7°C / 56.7°F,7 mph,64%
Llanelli,14.9°C / 58.8°F,11 mph,66%
Lowestoft,15.5°C / 59.9°F,10 mph,85%
Lytham,15.1°C / 59.1°F,5 mph,69%
Musselburgh,12.5°C / 54.5°F,1 mph,74%
Newport,13.6°C / 56.5°F,10 mph,50%
Newquay,15.2°C / 59.3°F,14 mph,56%
Newtownabbey,11.4°C / 52.5°F,2 mph,78%
Orkney,11.1°C / 52°F,14 mph,88%
Penarth,16.3°C / 61.4°F,5 mph,58%
Penzance,14.9°C / 58.8°F,14 mph,82%
Peterhead,11.6°C / 52.9°F,10 mph,91%
Plymouth,15.3°C / 59.5°F,4 mph,48%
Poole,15.6°C / 60°F,5 mph,63%
Port,12.6°C / 54.6°F,2 mph,93%
Porthcawl,15.7°C / 60.2°F,8 mph,64%
Portsmouth,16.6°C / 61.8°F,10 mph,56%
Ramsgate,16.5°C / 61.7°F,3 mph,82%
Redcar,13.7°C / 56.6°F,6 mph,48%
Rhyl,14.6°C / 58.3°F,7 mph,70%
Runcorn,15°C / 59°F,5 mph,65%
Ryde,16.6°C / 61.8°F,2 mph,86%
Saint,12.2°C / 54°F,2 mph,88%
Saint,15.4°C / 59.7°F,12 mph,56%
Sandown,16.4°C / 61.6°F,7 mph,83%
Scarborough,14.1°C / 57.4°F,1 mph,79%
Shetland,11.2°C / 52.2°F,14 mph,87%
Shoreham-by-Sea,16.3°C / 61.4°F,5 mph,62%
South,13.2°C / 55.7°F,9 mph,40%
Southampton,16.4°C / 61.6°F,1 mph,81%
Southend-on-Sea,17.1°C / 62.8°F,14 mph,33%
Sunderland,13.2°C / 55.7°F,1 mph,86%
Swansea,15.3°C / 59.5°F,1 mph,51%
Teignmouth,14.9°C / 58.8°F,1 mph,81%
Totton,16.3°C / 61.3°F,1 mph,51%
Tynemouth,13.2°C / 55.7°F,10 mph,53%
Weston-super-Mare,16.3°C / 61.4°F,4 mph,30%
Weymouth,15.2°C / 59.4°F,14 mph,63%
Whitstable,16.9°C / 62.4°F,1 mph,80%
Widnes,15°C / 59°F,5 mph,67%
Al,30.6°C / 87.1°F,3 mph,66%
Al,30.6°C / 87.1°F,3 mph,65%
Jidd,30.6°C / 87°F,3 mph,62%
Manama,30.6°C / 87°F,7 mph,56%
Sitrah,30.6°C / 87.1°F,6 mph,70%
Bandar,29.5°C / 85.1°F,10 mph,70%
Bandar,30.9°C / 87.6°F,6 mph,79%
Bandar-e,31.2°C / 88.2°F,5 mph,78%
Kīsh,30.8°C / 87.4°F,6 mph,57%
Qeshm,30.9°C / 87.6°F,5 mph,80%
Al,28.9°C / 84°F,10 mph,19%
Ashdod,26.8°C / 80.2°F,2 mph,82%
Haifa,26.8°C / 80.3°F,3 mph,84%
H̱olon,26.8°C / 80.2°F,7 mph,83%
Nahariyya,26.8°C / 80.3°F,2 mph,87%
Netanya,26.8°C / 80.2°F,4 mph,84%
Tel,26.8°C / 80.2°F,9 mph,62%
Yafo,26.8°C / 80.2°F,7 mph,84%
‘Akko,26.9°C / 80.4°F,2 mph,89%
Aqaba,25.8°C / 78.4°F,14 mph,30%
Al,29.1°C / 84.3°F,8 mph,25%
Al,29.1°C / 84.3°F,7 mph,25%
Al,29.1°C / 84.3°F,7 mph,23%
Al,29.1°C / 84.4°F,8 mph,22%
As,29.1°C / 84.3°F,5 mph,35%
Batroûn,26.2°C / 79.2°F,5 mph,61%
Beirut,26.7°C / 80°F,5 mph,69%
Djounie,26.5°C / 79.7°F,3 mph,58%
Jbaïl,26.3°C / 79.3°F,5 mph,64%
Ra’s,26.7°C / 80.1°F,5 mph,75%
Sidon,26.6°C / 79.8°F,2 mph,44%
Tripoli,26.5°C / 79.7°F,5 mph,61%
Tyre,26.7°C / 80.1°F,4 mph,85%
As,30.8°C / 87.4°F,6 mph,61%
Bawshar,30.6°C / 87°F,5 mph,74%
Dib,30.9°C / 87.6°F,1 mph,71%
Muscat,30.5°C / 86.9°F,7 mph,57%
Şalālah,26.4°C / 79.5°F,8 mph,93%
Şūr,28.8°C / 83.9°F,3 mph,90%
Gaza,26.9°C / 80.5°F,2 mph,85%
Jabālyā,26.9°C / 80.4°F,2 mph,87%
Khān,26.9°C / 80.5°F,3 mph,84%
Al,30.6°C / 87°F,7 mph,45%
Al,30.8°C / 87.5°F,3 mph,70%
Ar,30.6°C / 87°F,2 mph,58%
Az̧,30.7°C / 87.2°F,2 mph,53%
Doha,30.8°C / 87.4°F,5 mph,64%
Ad,30.7°C / 87.2°F,3 mph,66%
Al,30.3°C / 86.5°F,10 mph,50%
Al,29.4°C / 84.9°F,13 mph,31%
Al,30.7°C / 87.3°F,2 mph,70%
Al,30.3°C / 86.5°F,7 mph,39%
Al,27.6°C / 81.7°F,10 mph,74%
At,30.3°C / 86.5°F,10 mph,47%
Jeddah,28.7°C / 83.6°F,12 mph,48%
Jīzān,31.7°C / 89.1°F,8 mph,66%
Tārūt,30.1°C / 86.1°F,10 mph,47%
Umm,27.8°C / 82°F,6 mph,57%
Yanbu‘,28.1°C / 82.6°F,9 mph,83%
Zbe,27.4°C / 81.3°F,2 mph,51%
Adalar,22.3°C / 72.2°F,11 mph,88%
Alanya,25.8°C / 78.4°F,4 mph,48%
Alaplı,22.3°C / 72.1°F,7 mph,88%
Aliağa,22.8°C / 73.1°F,9 mph,55%
Amasra,22.3°C / 72.1°F,2 mph,85%
Antalya,25.6°C / 78°F,15 mph,28%
Araklı,22.8°C / 73°F,3 mph,78%
Ardeşen,22.2°C / 72°F,2 mph,75%
Arhavi,21.6°C / 70.9°F,3 mph,80%
Ataşehir,22.3°C / 72.2°F,9 mph,75%
Ayancık,21.3°C / 70.3°F,12 mph,77%
Ayvalık,22.6°C / 72.7°F,16 mph,35%
Bağcılar,22.3°C / 72.2°F,10 mph,78%
Bahçelievler,22.3°C / 72.1°F,10 mph,73%
Bandırma,23.8°C / 74.8°F,15 mph,81%
Bodrum,23.6°C / 74.4°F,12 mph,59%
Bozcaada,22.2°C / 71.9°F,19 mph,48%
Büyükçekmece,22.7°C / 72.9°F,18 mph,45%
Çanakkale,22.6°C / 72.6°F,18 mph,33%
Çandarlı,22.8°C / 73.1°F,12 mph,56%
Çatalzeytin,21.3°C / 70.3°F,12 mph,72%
Çeşme,22.4°C / 72.4°F,20 mph,69%
Çınarcık,22.3°C / 72.1°F,10 mph,84%
Datça,23.2°C / 73.7°F,13 mph,47%
Derepazarı,21.9°C / 71.5°F,3 mph,74%
Dikili,22.7°C / 72.9°F,11 mph,52%
Eceabat,22.6°C / 72.6°F,2 mph,78%
Eminönü,22.2°C / 72°F,10 mph,73%
Erdek,23.1°C / 73.5°F,13 mph,100%
Ereğli,22.2°C / 72°F,10 mph,83%
Esenler,22.3°C / 72.2°F,10 mph,78%
Fatsa,21.5°C / 70.7°F,9 mph,86%
Fethiye,23.8°C / 74.8°F,3 mph,48%
Fındıklı,21.9°C / 71.5°F,4 mph,76%
Finike,24.9°C / 76.9°F,9 mph,43%
Foça,22.7°C / 72.9°F,15 mph,62%
Gebze,23.9°C / 75°F,8 mph,100%
Gelibolu,23.8°C / 74.8°F,9 mph,77%
Gemlik,21.9°C / 71.5°F,6 mph,80%
Gerze,20.9°C / 69.7°F,11 mph,65%
Giresun,23.3°C / 73.9°F,10 mph,85%
Göcek,23.6°C / 74.4°F,16 mph,37%
Görele,21.7°C / 71°F,8 mph,85%
Gülyalı,21.8°C / 71.3°F,15 mph,80%
Halıdere,23.6°C / 74.5°F,5 mph,77%
İskenderun,25.9°C / 78.6°F,6 mph,88%
İstanbul,22.2°C / 72°F,11 mph,78%
İzmir,22.8°C / 73°F,23 mph,19%
İzmit,23.6°C / 74.4°F,5 mph,93%
Kalkan,24.4°C / 76°F,8 mph,45%
Karabağlar,22.8°C / 73°F,22 mph,41%
Karaburun,22.5°C / 72.5°F,15 mph,59%
Karamürsel,23.7°C / 74.6°F,8 mph,85%
Kaş,24.2°C / 75.6°F,8 mph,43%
Kemer,25.3°C / 77.6°F,7 mph,39%
Keşap,23.1°C / 73.5°F,11 mph,87%
Kınalı,22.2°C / 71.9°F,8 mph,100%
Koru,22.3°C / 72.1°F,12 mph,79%
Kurucaşile,21.8°C / 71.2°F,5 mph,89%
Kuşadası,22.9°C / 73.3°F,7 mph,61%
Lâpseki,23.4°C / 74.1°F,9 mph,84%
Maltepe,22.3°C / 72.2°F,8 mph,100%
Marmara,22.9°C / 73.3°F,18 mph,77%
Marmaraereğlisi,22.8°C / 73.1°F,11 mph,88%
Marmaris,23.6°C / 74.4°F,4 mph,24%
Mercin,26.3°C / 79.3°F,3 mph,70%
Mimarsinan,22.9°C / 73.3°F,15 mph,77%
Mudanya,21.9°C / 71.5°F,8 mph,74%
Of,22.1°C / 71.7°F,2 mph,80%
Ordu,21.2°C / 70.2°F,3 mph,88%
Perşembe,21.2°C / 70.2°F,11 mph,84%
Piraziz,22.1°C / 71.7°F,2 mph,88%
Rize,21.9°C / 71.5°F,3 mph,76%
Samsun,21.2°C / 70.2°F,7 mph,58%
Sarigerme,23.4°C / 74.2°F,16 mph,37%
Side,25.6°C / 78.1°F,2 mph,45%
Şile,23.6°C / 74.5°F,4 mph,65%
Silivri,23.4°C / 74.2°F,14 mph,80%
Sinop,20.7°C / 69.3°F,25 mph,81%
Şişli,22.3°C / 72.1°F,9 mph,76%
Skefe,21.7°C / 71°F,13 mph,83%
Sürmene,22.8°C / 73°F,2 mph,78%
Tavşancıl,23.8°C / 74.8°F,8 mph,85%
Tekirdağ,22.9°C / 73.2°F,9 mph,87%
Tepecik,23.1°C / 73.5°F,15 mph,77%
Tirebolu,21.7°C / 71°F,11 mph,83%
Trabzon,21.6°C / 70.8°F,1 mph,73%
Türkeli,21.3°C / 70.4°F,9 mph,81%
Umraniye,22.3°C / 72.2°F,9 mph,75%
Üsküdar,22.2°C / 72°F,10 mph,73%
Yalova,23.6°C / 74.4°F,9 mph,78%
Zeytinburnu,22.3°C / 72.1°F,10 mph,73%
Zonguldak,22°C / 71.6°F,7 mph,78%
Abu,31.9°C / 89.4°F,3 mph,44%
Dibā,31.1°C / 87.9°F,4 mph,53%
Dubai,31.5°C / 88.7°F,14 mph,35%
Ra’s,31.1°C / 88°F,6 mph,66%
Sharjah,31.4°C / 88.6°F,8 mph,46%
Umm,31.3°C / 88.4°F,9 mph,71%
`Ajmān,31.4°C / 88.6°F,8 mph,46%
Aden,29.6°C / 85.2°F,3 mph,77%
Al,31.2°C / 88.1°F,12 mph,66%
Al,31.8°C / 89.2°F,10 mph,59%
Al,29.6°C / 85.3°F,15 mph,73%
Al,28.8°C / 83.8°F,0 mph,74%
Aş,31.8°C / 89.2°F,11 mph,71%
At,29.6°C / 85.3°F,15 mph,73%
Burūm,28.9°C / 84°F,4 mph,71%
Dhubāb,30.4°C / 86.7°F,11 mph,72%
Khawr,29.6°C / 85.3°F,15 mph,73%
Kilmia,26.2°C / 79.2°F,41 mph,83%
Qulansiyah,25.9°C / 78.7°F,36 mph,83%
Baie-Comeau,10.9°C / 51.6°F,7 mph,77%
Baie-Saint-Paul,14.7°C / 58.5°F,7 mph,75%
Bathurst,15.1°C / 59.2°F,3 mph,73%
Bay,10.3°C / 50.6°F,6 mph,60%
Beaupré,17.8°C / 64.1°F,2 mph,88%
Bonaventure,13.6°C / 56.5°F,2 mph,64%
Bonavista,9.5°C / 49.1°F,15 mph,87%
Botwood,10.4°C / 50.8°F,8 mph,81%
Bowen,15.4°C / 59.8°F,1 mph,82%
Burgeo,11.2°C / 52.2°F,9 mph,94%
Campbellton,12.5°C / 54.5°F,5 mph,79%
Carbonear,10.2°C / 50.4°F,12 mph,87%
Carleton-sur-Mer,13°C / 55.4°F,6 mph,73%
Catalina,9.7°C / 49.4°F,14 mph,90%
Chandler,13.8°C / 56.8°F,3 mph,80%
Channel-Port,12.2°C / 53.9°F,4 mph,96%
Charlottetown,15.6°C / 60°F,14 mph,68%
Château-Richer,17.9°C / 64.2°F,5 mph,86%
Chester,14.2°C / 57.6°F,8 mph,73%
Chute-aux-Outardes,10.5°C / 50.9°F,7 mph,77%
Clarenville-Shoal,11.2°C / 52.1°F,8 mph,92%
Cornwall,15.4°C / 59.7°F,14 mph,70%
Dartmouth,14.3°C / 57.8°F,8 mph,77%
Digby,12.4°C / 54.4°F,10 mph,95%
Gambo,10.9°C / 51.7°F,9 mph,76%
Gaspé,13.7°C / 56.7°F,0 mph,94%
Gibsons,15.7°C / 60.3°F,2 mph,71%
Gjoa,-1.5°C / 29.3°F,15 mph,81%
Glace,13.4°C / 56.1°F,11 mph,66%
Goderich,14.3°C / 57.7°F,9 mph,57%
Grand,11.2°C / 52.1°F,17 mph,79%
Greater,18.1°C / 64.5°F,4 mph,48%
Halifax,14.3°C / 57.8°F,8 mph,82%
Hamilton,17.6°C / 63.7°F,1 mph,66%
Hantsport,15.6°C / 60°F,1 mph,89%
Harbour,11.7°C / 53°F,11 mph,89%
Havre-Saint-Pierre,11.6°C / 52.8°F,7 mph,82%
Kingston,18.2°C / 64.7°F,8 mph,50%
Kugluktuk,-1.4°C / 29.4°F,14 mph,72%
La,12.3°C / 54.1°F,5 mph,74%
Ladner,14.4°C / 57.9°F,5 mph,81%
Lévis,17.9°C / 64.2°F,4 mph,41%
Lewisporte,10.5°C / 50.9°F,10 mph,44%
Little,12.3°C / 54.1°F,3 mph,84%
Lunenburg,14.9°C / 58.8°F,6 mph,87%
Marystown,11.9°C / 53.4°F,1 mph,100%
Mississauga,17.4°C / 63.3°F,8 mph,64%
Montague,15.4°C / 59.8°F,10 mph,83%
Montmagny,16.8°C / 62.2°F,2 mph,88%
Nanaimo,14.7°C / 58.5°F,6 mph,76%
Napanee,18.1°C / 64.5°F,5 mph,51%
New-Richmond,12.6°C / 54.7°F,4 mph,76%
Niagara,19.6°C / 67.2°F,10 mph,86%
Oakville,17.3°C / 63.2°F,6 mph,49%
Oshawa,17.6°C / 63.6°F,10 mph,34%
Pangnirtung,-0.6°C / 31°F,2 mph,75%
Parksville,15.8°C / 60.5°F,7 mph,70%
Parrsboro,14.9°C / 58.9°F,8 mph,78%
Port,13.4°C / 56.1°F,4 mph,60%
Port,14.9°C / 58.8°F,5 mph,73%
Powell,15.7°C / 60.2°F,6 mph,72%
Québec,17.9°C / 64.2°F,6 mph,85%
Rankin,-0.1°C / 31.9°F,16 mph,67%
Richmond,14.7°C / 58.5°F,7 mph,80%
Rimouski,9.9°C / 49.9°F,8 mph,77%
Saint,10.4°C / 50.8°F,0 mph,72%
Saint,11.7°C / 53°F,15 mph,94%
Saint-Augustin,8.4°C / 47.2°F,9 mph,97%
Sainte-Anne-des-Monts,12.8°C / 55.1°F,9 mph,82%
Sarnia,16.6°C / 61.8°F,5 mph,79%
Sechelt,16°C / 60.8°F,4 mph,75%
Shediac,15.4°C / 59.8°F,17 mph,57%
Souris,15.6°C / 60.1°F,9 mph,79%
St.,18.2°C / 64.8°F,3 mph,56%
St.,10.2°C / 50.3°F,3 mph,66%
Stephenville,11.9°C / 53.5°F,8 mph,92%
Stephenville,11.8°C / 53.2°F,2 mph,88%
Summerside,15.7°C / 60.2°F,13 mph,88%
Surrey,13.7°C / 56.6°F,7 mph,79%
Sydney,13.8°C / 56.8°F,10 mph,74%
Sydney,13.8°C / 56.9°F,18 mph,47%
Thessalon,12.3°C / 54.2°F,1 mph,81%
Thorold,18.6°C / 65.4°F,14 mph,87%
Tofino,13.1°C / 55.5°F,1 mph,84%
Torbay,10.2°C / 50.3°F,13 mph,86%
Toronto,17.4°C / 63.4°F,16 mph,62%
Ucluelet,12.6°C / 54.7°F,1 mph,88%
Vancouver,14.9°C / 58.8°F,5 mph,77%
Victoria,11.4°C / 52.6°F,8 mph,67%
Windsor,21.1°C / 70°F,2 mph,93%
Yarmouth,11.4°C / 52.5°F,8 mph,96%
Aberdeen,13.4°C / 56.1°F,15 mph,62%
Alameda,12.4°C / 54.4°F,10 mph,62%
Anacortes,10.8°C / 51.4°F,9 mph,77%
Anchorage,10.8°C / 51.4°F,6 mph,93%
Annapolis,23.7°C / 74.7°F,7 mph,77%
Asbury,20.3°C / 68.5°F,0 mph,85%
Ashtabula,19.9°C / 67.8°F,9 mph,93%
Atlantic,21.3°C / 70.4°F,3 mph,91%
Aventura,29.4°C / 85°F,17 mph,66%
Bainbridge,10.7°C / 51.3°F,5 mph,63%
Baltimore,24.2°C / 75.6°F,6 mph,77%
Barnstable,18.8°C / 65.9°F,0 mph,93%
Bay,20.8°C / 69.5°F,12 mph,96%
Bayonne,21.7°C / 71.1°F,3 mph,78%
Bayshore,30.1°C / 86.1°F,1 mph,67%
Bellingham,11°C / 51.8°F,5 mph,66%
Bensonhurst,21°C / 69.8°F,5 mph,81%
Beverly,17.7°C / 63.8°F,5 mph,84%
Biloxi,30°C / 86°F,5 mph,72%
Boca,29.2°C / 84.6°F,17 mph,73%
Bonita,30.2°C / 86.4°F,6 mph,48%
Borough,21.6°C / 70.9°F,8 mph,78%
Boston,18.1°C / 64.6°F,6 mph,89%
Boynton,29.2°C / 84.5°F,17 mph,73%
Bradenton,30.1°C / 86.2°F,7 mph,61%
Bremerton,10.7°C / 51.3°F,3 mph,72%
Bridgeport,19.6°C / 67.2°F,9 mph,67%
Brooklyn,21.5°C / 70.7°F,10 mph,65%
Brunswick,29.2°C / 84.6°F,10 mph,68%
Buffalo,20.1°C / 68.1°F,5 mph,50%
Burlingame,12.7°C / 54.9°F,20 mph,78%
Cape,30.3°C / 86.5°F,7 mph,77%
